"Province","District ID","Polling Center Name and Location","PC Code","Estimated Voters","Total PS","Male","Female","Kuchi"
"Ghor",2004,"Aakhiri Secondary School, Aakhiri",3109204,2059,5,3,2,
"Ghor",2004,"Sholich Large Mosque, Sholich",3109203,700,2,1,1,
"Ghor",2004,"Masjidi Primary School, Masjidi",3109207,640,2,1,1,
"Ghor",2004,"Sheikh Mohammad Saghar School, Taitaan",3109196,2448,5,3,2,
"Ghor",2004,"Deh Yala Garden, Deh Yahla",3109199,2502,5,3,2,
"Ghor",2004,"Zere Tangi Mosque, Zere Tangi",3109205,700,2,1,1,
"Ghor",2004,"Zere Tangi Zal Village, Zal",3109206,650,2,1,1,
"Ghor",2004,"Aisafyan Primary School, Aisafyan",3109202,1357,3,2,1,
"Ghor",2004,"Deh Shir Secondary School, Deh Shir",3109198,2000,5,3,2,
"Ghor",2004,"Dahan-e-Do Tai School, Khwaja Yakayak",3109200,750,2,1,1,
"Ghor",2004,"Manak Sufli Secondary School, Manak Sufli",3109201,1940,5,3,2,
"Ghor",2005,"Yaaman School, Yaaman",3110214,1514,3,2,1,
"Ghor",2005,"Ashuqan School, Ashuqan",3110211,3701,7,4,3,
"Ghor",2005,"Abdullah House, Larqa",3110212,1942,5,3,2,
"Ghor",2005,"Char Deh Secondary School, Char Deh",3110226,2008,5,3,2,
"Ghor",2005,"Jawz Bazar, Jawz",3110210,4687,8,5,3,
"Ghor",2005,"Zahi Nawroz Primary School, Zahi Nawroz",3110229,2654,5,3,2,
"Ghor",2005,"Kham Pai Asbar School, Kham Pai Asbar",3110216,893,2,1,1,
"Ghor",2005,"Saed Allahuddin House, Yagin",3110223,1841,5,3,2,
"Ghor",2005,"Yakhan Ulya Girls School, Yakhan Ulya",3110219,3018,6,4,2,
"Ghor",2005,"Qopa School, Qopa",3110228,2600,5,3,2,
"Ghor",2005,"Seb-e-Talkh School, Seb-e-Talkh",3110232,1578,3,2,1,
"Ghor",2005,"Zalni School, Zalni",3110227,2609,5,3,2,
"Ghor",2005,"Qarita Asfor School, Asfor",3110218,900,2,1,1,
"Ghor",2005,"Kel Go School, Kel Go",3110222,2700,5,3,2,
"Ghor",2005,"Pas Qala High School, Pas Qala",3110209,3240,6,4,2,
"Ghor",2005,"Chashma Khoni School, Chashma Khoni",3110220,3072,6,4,2,
"Ghor",2005,"Abdullah House, Pai Hesar",3110213,1900,5,3,2,
"Ghor",2005,"Abdul Salam House, (Sayeen (Espeen",3110224,2121,5,3,2,
"Ghor",2005,"Ghafar Mosque, Gul Dam - Kochi",3110234,356,1,0,0,1
"Ghor",2005,"Zalargak Bazar, Zalargak",3110225,1838,5,3,2,
"Ghor",2005,"Jai Satar Khan Mosque, Jai Satar Khan",3110217,980,2,1,1,
"Ghor",2005,"Neli School, Neli",3110215,2068,5,3,2,
"Ghor",2005,"Do Sang Dorodi Boys School, Do Sang Dorodi",3110231,2059,5,3,2,
"Ghor",2005,"Sor Primary School, Sor",3110221,2500,5,3,2,
"Ghor",2005,"Atah Khan House, Gala Beid - Kochi",3110233,400,1,0,0,1
"Ghor",2005,"Lal Surkh Girls School, Lal Surkh",3110230,1699,3,2,1,
"Ghor",2006,"Shaheed Pito Large Mosque, Shaheed Pito",3106124,1636,3,2,1,
"Ghor",2006,"Espi Boz School, Espi Boz",3106117,1700,3,2,1,
"Ghor",2006,"Kalagai Bazar, Kalagai",3106114,3106,6,4,2,
"Ghor",2006,"Abdul Hamid House, Amrotak",3106127,810,2,1,1,
"Ghor",2006,"Kakori School, Kakori",3106120,2179,5,3,2,
"Ghor",2006,"Talmastan School, Talmastan",3106116,1438,3,2,1,
"Ghor",2006,"Surkhak Village Mosque, Surkhak",3106134,756,2,1,1,
"Ghor",2006,"Sangan Bazar, Sangan",3106111,2500,5,3,2,
"Ghor",2006,"Dahan-e-Kalagai Mosque, Dahan-e-Kalagai",3106133,698,2,1,1,
"Ghor",2006,"Kharsari Senai Bazar, Kharsari Senai",3106123,1476,3,2,1,
"Ghor",2006,"Pito School, Pito",3106131,773,2,1,1,
"Ghor",2006,"Kashkar Awt Kal Mosque, Awt Kal",3106112,2098,5,3,2,
"Ghor",2006,"Abdul Manan House, Chashman Surkhak",3106128,662,2,1,1,
"Ghor",2006,"Dahana Askocha Bazar, Dahana Ulya",3106122,2184,5,3,2,
"Ghor",2006,"Doctor Ahmad House, Aab Paran",3106130,1388,3,2,1,
"Ghor",2006,"Shinkot Old Bazar, Shinkot",3106118,2600,5,3,2,
"Ghor",2006,"Pirak Village (Kochi), Pirak",3106135,300,1,,,1
"Ghor",2006,"Sarbato Village (Kochi), Sarbato",3106136,300,1,,,1
"Ghor",2006,"Takhta Torma Bazar, Takhta Torma",3106113,2666,5,3,2,
"Ghor",2006,"Dahana Dewalak School, Dahana Dewalak",3106129,829,2,1,1,
"Ghor",2006,"Khwaja Raouf Bazar, Askocha Ulya",3106121,2611,5,3,2,
"Ghor",2006,"Tashtak Bazar, Tashtak",3106125,1621,3,2,1,
"Ghor",2006,"Nir Nawark Primary School, Nawark",3106119,1398,3,2,1,
"Ghor",2006,"Khushk Aaba Bazar, Khushk Aaba",3106126,1620,3,2,1,
"Ghor",2006,"Sia Jar Bazar, Sia Jar - Kochi",3106132,400,1,,,1
"Ghor",2006,"Kham Bolaq School, Kham Bolaq",3106115,2662,5,3,2,
"Ghor",2007,"Sar Cheshma Mosque, Safid Cheshma",3107152,736,2,1,1,
"Ghor",2007,"Bekh Sang School, Bekh Sang",3107153,1446,3,2,1,
"Ghor",2007,"Rashk Large Mosque, Rashk",3107147,1582,3,2,1,
"Ghor",2007,"Garm Aab Sufli School, Garm Aab Sufli",3107138,1620,3,2,1,
"Ghor",2007,"Sar Sukhta Mosque, Sar Sukhta",3107177,614,2,1,1,
"Ghor",2007,"Sang Zard School, Sang Zard",3107158,1534,3,2,1,
"Ghor",2007,"Kata Cheshma School, Kata Cheshma",3107161,1320,4,2,2,
"Ghor",2007,"Sarai School, Sarai",3107148,2000,5,3,2,
"Ghor",2007,"Shinia Chapar Qal Mosque, Shinia Chapar Qal",3107174,1579,3,2,1,
"Ghor",2007,"Lal Large Mosque, Lal Center",3107145,3800,7,4,3,
"Ghor",2007,"Sare Dewalak School, Sare Dewalak",3107154,810,2,1,1,
"Ghor",2007,"Sardgak Mosque, Qala Sardgak",3107157,750,2,1,1,
"Ghor",2007,"Qala Koshak School, Qala Koshak",3107165,2594,5,3,2,
"Ghor",2007,"Qala Jangal Bazar, Qala Jangal",3107139,620,2,1,1,
"Ghor",2007,"Qala Shakarkai Mosque, Qala Shakarkai",3107159,958,2,1,1,
"Ghor",2007,"Jawqal School, Jawqal",3107143,650,2,1,1,
"Ghor",2007,"Kham Shor School, Kham Shor",3107160,2308,5,3,2,
"Ghor",2007,"Shahi School, Shahi",3107170,1654,3,2,1,
"Ghor",2007,"Sere Kamran Mosque, Sere Kamran",3107164,748,2,1,1,
"Ghor",2007,"Shinia Haigalha Mosque, Shinia Haigalha",3107173,1500,3,2,1,
"Ghor",2007,"Qolani School, Qolani",3107144,1410,3,2,1,
"Ghor",2007,"Dahan-e-Kala Sang Mosque, Dahan-e-Kala Sang",3107156,800,2,1,1,
"Ghor",2007,"Safrak School, Safrak",3107146,748,2,1,1,
"Ghor",2007,"Tagab Sayed Mnosque, Tagab Sayed",3107169,2220,5,3,2,
"Ghor",2007,"Aab Bareek School, Aab Bareek",3107176,748,2,1,1,
"Ghor",2007,"Dahana Surkhak School, Dahana Surkhak",3107150,1021,2,1,1,
"Ghor",2007,"Ghaighanak School, Ghaighanak",3107172,1070,2,1,1,
"Ghor",2007,"Dahana-e-Chaka School, Dahana-e-Chaka",3107142,1246,3,2,1,
"Ghor",2007,"Dangak School, Dangak",3107167,844,2,1,1,
"Ghor",2007,"Aasiah Gak Mosque, Aasiah Gak",3107166,660,2,1,1,
"Ghor",2007,"Sia Khaki Primary School, Sia Khaki",3107162,706,2,1,1,
"Ghor",2007,"Shania Safid Aab Mosque, Shania Safid Aab",3107168,1046,2,1,1,
"Ghor",2007,"Qaizeel School, Qaizeel",3107137,2066,5,3,2,
"Ghor",2007,"Shor Qul School, Shor Qul",3107163,1523,3,2,1,
"Ghor",2007,"Chashma Padshah Primary School, Chashma Padshah",3107141,2000,5,3,2,
"Ghor",2007,"Sare Qol School, Sare Qol",3107149,628,2,1,1,
"Ghor",2007,"Char Aasiah School, Char Aasiah",3107171,2599,5,3,2,
"Ghor",2007,"Talto School, Talto",3107175,734,2,1,1,
"Ghor",2007,"Safid Aab Large Mosque, Safid Aab",3107155,3900,7,4,3,
"Ghor",2007,"Sabzwar Shinia School, Sabzwar Shinia",3107151,700,2,1,1,
"Ghor",2007,"Sang Shanda School, Sang Shanda",3107140,700,2,1,1,
"Ghor",2008,"Najibullah House, Pas Archa",3103066,1400,3,2,1,
"Ghor",2008,"Qala Gawhar Large Mosque, Qala Gawhar",3103064,2700,5,3,2,
"Ghor",2008,"Khonia Village Mosque, Khonia",3103061,1457,2,1,1,
"Ghor",2008,"Masin Large Mosque, Masin",3103069,800,2,1,1,
"Ghor",2008,"Mohammad Ibrahim House, Malmanj",3103059,2000,5,3,2,
"Ghor",2008,"Habibullah Garden, Kundakh",3103071,814,2,1,1,
"Ghor",2008,"Char Qadok Large Mosque, Char Qadok",3103068,800,2,1,1,
"Ghor",2008,"Falakhor Large Mosque, Falakhor",3103067,1615,3,2,1,
"Ghor",2008,"Deh Haji School, Deh Haji",3103063,2000,5,3,2,
"Ghor",2008,"Korpi School, Korpi",3103070,742,2,1,1,
"Ghor",2008,"Korgin Bazar, Korgin",3103065,2000,5,3,2,
"Ghor",2008,"Shamraq Village Mosque, Shamraq",3103062,800,2,1,1,
"Ghor",2008,"Khafak Large Mosque, Khafak",3103060,2000,5,3,2,
"Ghor",2009,"Narm Tah Mosque, Narm Tah",3102053,1579,3,2,1,
"Ghor",2009,"Kari Imam Daad School, Kari Imam Daad",3102054,1459,3,2,1,
"Ghor",2009,"Bazar-e-Somak, Somak",3102052,1500,3,2,1,
"Ghor",2009,"Loka Mazar Mosque, Loka Mazar",3102057,2251,5,3,2,
"Ghor",2009,"Shinia Large Mosque, Shinia",3102049,2054,5,3,2,
"Ghor",2009,"Jera School, Jera",3102058,746,2,1,1,
"Ghor",2009,"Darwaza Mosque, Darwaza",3102048,1000,2,1,1,
"Ghor",2009,"Dawlatyar School, Dawlatyar Center",3102046,3000,5,3,2,
"Ghor",2009,"Deh Hamrah Bazar, Deh Hamrah",3102056,1700,3,2,1,
"Ghor",2009,"Ali Bazar, Ali",3102055,1500,3,2,1,
"Ghor",2009,"Bazaar",3102237,600,1,,,1
"Ghor",2009,"Khairullah Large Mosque, Sharshar",3102050,2374,5,3,2,
"Ghor",2009,"Sang-e-Shora Mosque, Sang-e-Shora",3102051,2004,5,3,2,
"Ghor",2009,"Pushta Noor School, Pushta Noor",3102047,2000,5,3,2,
"Ghor",2010,"Sia Chob Bazar, Sia Chob",3105106,2050,5,3,2,
"Ghor",2010,"Salmin School, Salmin",3105108,1226,3,2,1,
"Ghor",2010,"Bazaar",3105238,400,1,,,1
"Ghor",2010,"Arbab Sakhi House, Rezqan",3105105,1228,3,2,1,
"Ghor",2010,"Arbab Mahazallah, Garm Aabak",3105103,2600,5,3,2,
"Ghor",2010,"Sangin Khan Mosque, Qarqatak",3105107,1184,2,1,1,
"Ghor",2010,"Dahan Zalo School, Dahan Zalo",3105109,800,2,1,1,
"Ghor",2010,"Fazel Ahmad Garden, Khwaja Gan",3105104,2100,5,3,2,
"Ghor",2010,"Shaheedan Large Mosque, Shaheedan",3105099,1148,2,1,1,
"Ghor",2010,"Farah Road Desert Land, Farah Road",3105098,2763,5,3,2,
"Ghor",2010,"Mohammad Yahqoob House, Chashma Safid",3105100,1585,3,2,1,
"Ghor",2010,"Bazar Gala Asyab, Gala Asyab",3105101,1474,3,2,1,
"Ghor",2010,"Sar Chel Gazi Mosque, Sar Chel Gazi",3105110,800,2,1,1,
"Ghor",2010,"Dawlatyar School, Dawlatyar",3105102,2135,5,3,2,
"Daikondi",2101,"Sangmom Mosque",3401007,2646,5,2,3,
"Daikondi",2101,"Kohna dah mosque, Nili",3401001,3200,6,3,3,
"Daikondi",2101,"Saibak Private house",3401009,1550,3,1,2,
"Daikondi",2101,"Shish Haliya School",3401003,2940,5,2,3,
"Daikondi",2101,"Bala Bagh mosque lazer",3401005,1800,3,1,2,
"Daikondi",2101,"Qull Qadir mosque",3401010,1200,2,1,1,
"Daikondi",2101,"Pai Nili mosque",3401012,900,2,1,1,
"Daikondi",2101,"Hazhdi mosque",3401011,700,2,1,1,
"Daikondi",2101,"Pishwak bazaar mosque",3401004,1100,2,1,1,
"Daikondi",2101,"Jaraf mosque",3401002,2400,4,2,2,
"Daikondi",2101,"Sofli mish mosque",3401006,1450,3,1,2,
"Daikondi",2101,"Dasht jama mosque",3401008,2114,5,3,2,
"Daikondi",2102,"Beeri Bazaar Center , Beeri",3409106,2000,4,2,2,
"Daikondi",2102,"Mullayan Mosque, Qakhor",3409107,2000,4,2,2,
"Daikondi",2102,"Bazaar kohna mosque",3409120,2400,4,2,2,
"Daikondi",2102,"Gal Takhal Zein Mosque",3409123,1200,2,1,1,
"Daikondi",2102,"Sharan Jama Mosque",3409112,1200,2,1,1,
"Daikondi",2102,"Jalzai Bazaar School",3409110,1000,2,1,1,
"Daikondi",2102,"Hazara Jama Mosque, Tamzan",3409105,2100,4,2,2,
"Daikondi",2102,"Mohammad Khowja , Mosque",3409122,1200,2,1,1,
"Daikondi",2102,"Haji Abdull Karim Mosque, Barmani",3409111,1500,3,1,2,
"Daikondi",2102,"Sohor Mosque, Tagar Dar",3409114,900,2,1,1,
"Daikondi",2102,"Sartagab School",3409108,800,2,1,1,
"Daikondi",2102,"khalach Abdull Wahid Mosque",3409119,1734,3,1,2,
"Daikondi",2102,"Dahan Jangal Mosque, Qokhor",3409104,2800,5,2,3,
"Daikondi",2102,"Tala Chahar dah khak Mosque",3409121,2400,4,2,2,
"Daikondi",2102,"Haji baz mohammad, pato",3409115,700,2,1,1,
"Daikondi",2102,"Sahib Zaman Mosque , Hoger",3409109,900,2,1,1,
"Daikondi",2102,"Khalach Mullah mohammad Zai Mosque",3409118,1900,4,2,2,
"Daikondi",2102,"Bazaar chowni, Chowni",3409117,2400,4,2,2,
"Daikondi",2102,"Nakozia bazaar, Nakozia",3409116,1800,3,1,2,
"Daikondi",2102,"Rabat khoshk, Old Gove building",3409113,1800,3,1,2,
"Daikondi",2103,"Chak jingan Village mosque",3404052,900,2,1,1,
"Daikondi",2103,"khaidir mosque, bash bazar miyania",3404040,2400,4,2,2,
"Daikondi",2103,"Gadal Mosque, Dahan Gardish",3404041,2300,4,2,2,
"Daikondi",2103,"Dahan Lowran",3404043,2500,5,2,3,
"Daikondi",2103,"Qashngi mosque",3404049,2350,4,2,2,
"Daikondi",2103,"Gom Ab mosque",3404042,1600,3,1,2,
"Daikondi",2103,"Joy Sorkh Mosque",3404053,1800,3,1,2,
"Daikondi",2103,"Dahan daig mosque , Shaikhmiran",3404039,2200,4,2,2,
"Daikondi",2103,"Hail Safi mosque, Jangan khord",3404047,1550,3,1,2,
"Daikondi",2103,"Naglich mosque",3404045,1700,3,1,2,
"Daikondi",2103,"Qalandaran Mosque, jangan kalan",3404046,1300,3,1,2,
"Daikondi",2103,"Barik siya dara mosque",3404048,1900,4,2,2,
"Daikondi",2103,"Gorgah Sofli mosque",3404051,3200,6,3,3,
"Daikondi",2103,"Dah Aroos Bazaar",3404044,2900,5,2,3,
"Daikondi",2103,"Sartala Mosque",3404038,1800,3,1,2,
"Daikondi",2103,"Gazak Mosque",3404050,1400,3,1,2,
"Daikondi",2103,"Siya Nawar obadi",3404036,2400,4,2,2,
"Daikondi",2103,"Safid Sang mosque, Paristan",3404037,2800,5,2,3,
"Daikondi",2104,"Sorkh Sarak mosque",3407058,1500,3,1,2,
"Daikondi",2104,"Sailimanjee mosque",3407063,1400,3,1,2,
"Daikondi",2104,"Dahan Khajo Village mosque",3407069,1200,2,1,1,
"Daikondi",2104,"Gharenj Mosque",3407062,2100,4,2,2,
"Daikondi",2104,"Blagh Jama Mosque",3407054,2500,5,2,3,
"Daikondi",2104,"Salaiman Abad Village mosque",3407070,900,2,1,1,
"Daikondi",2104,"Sang sharng Mosque",3407061,2800,5,2,3,
"Daikondi",2104,"Takha Mosque",3407065,1400,3,1,2,
"Daikondi",2104,"Haftat Nafar mosque",3407168,1200,2,1,1,
"Daikondi",2104,"Bala Dasht Jama Mosque",3407068,1950,4,2,2,
"Daikondi",2104,"Kando Hawliya solif mosque",3407056,2600,5,2,3,
"Daikondi",2104,"Baghaban Mosque",3407060,1200,2,1,1,
"Daikondi",2104,"Zard kalan Mosque",3407057,2000,4,2,2,
"Daikondi",2104,"Mombar baka Jama Mosque",3407067,2100,4,2,2,
"Daikondi",2104,"Laghar joy School",3407059,1500,3,1,2,
"Daikondi",2104,"Boka Sof Mosque",3407055,2500,5,2,3,
"Daikondi",2104,"Said abad Jama Mosque",3407066,1350,3,1,2,
"Daikondi",2104,"Qala Lash maigan Mosque",3407064,1950,4,2,2,
"Daikondi",2105,"Bazir Mosque",3406092,2250,4,2,2,
"Daikondi",2105,"Dahan Marqul Mosque, Qatema",3406087,2200,4,2,2,
"Daikondi",2105,"Dastani Mosque",3406091,1900,4,2,2,
"Daikondi",2105,"Shakar dara mosque",3406089,2250,4,2,2,
"Daikondi",2105,"Siniya khadir Halia Mosque",3406085,1600,3,1,2,
"Daikondi",2105,"Dahan Seaya mosque, Pass Band",3406086,1500,3,1,2,
"Daikondi",2105,"Kallo Mosque",3406099,1900,4,2,2,
"Daikondi",2105,"Takht Kayan mosque",3406100,2200,4,2,2,
"Daikondi",2105,"Pasband village mosque",3406103,1600,3,1,2,
"Daikondi",2105,"Khak Faqir Village Mosque",3406102,1200,2,1,1,
"Daikondi",2105,"Dahan Gati Mosque",3406093,2000,4,2,2,
"Daikondi",2105,"Dashtak Mosque",3406090,2150,4,2,2,
"Daikondi",2105,"Awair School",3406097,1700,3,1,2,
"Daikondi",2105,"Siya Band Mosque",3406094,2000,4,2,2,
"Daikondi",2105,"Khadir Salfi Mosque",3406088,2300,4,2,2,
"Daikondi",2105,"Serab Sangchilak Mosque",3406098,1800,3,1,2,
"Daikondi",2105,"Shlgham Mosque",3406101,2000,4,2,2,
"Daikondi",2105,"Paita back School",3406096,2900,5,2,3,
"Daikondi",2105,"Dahan Ghom Qul Mosque",3406095,1950,4,2,2,
"Daikondi",2106,"Sar tamiroan Mosque",3408125,900,2,1,1,
"Daikondi",2106,"Soyak Mosque",3408141,1500,3,1,2,
"Daikondi",2106,"Gholta Mosque",3408137,1800,3,1,2,
"Daikondi",2106,"mina tamiroan mosque",3408124,1650,3,1,2,
"Daikondi",2106,"Shoro Mosque",3408139,2200,4,2,2,
"Daikondi",2106,"Karwan Sara Mosque",3408127,1850,4,2,2,
"Daikondi",2106,"Mazarmi Mosque",3408133,1800,3,1,2,
"Daikondi",2106,"Monmi mosque",3408140,2100,4,2,2,
"Daikondi",2106,"Sairatghan mosque",3408138,1750,3,1,2,
"Daikondi",2106,"Qoomi mosque",3408132,1900,4,2,2,
"Daikondi",2106,"Royan Mosque",3408131,1600,3,1,2,
"Daikondi",2106,"ShaliZar mosque",3408134,1750,3,1,2,
"Daikondi",2106,"Shina Gati Mosque",3408129,1500,3,1,2,
"Daikondi",2106,"Sanging mosque",3408130,1800,3,1,2,
"Daikondi",2106,"Dasht Gaiso mosque",3408135,1900,4,2,2,
"Daikondi",2106,"Kohna dah Religious  school",3408126,1650,3,1,2,
"Daikondi",2106,"Horgan Mosque",3408128,1750,3,1,2,
"Daikondi",2106,"Sar Gaiso Mosque",3408136,3300,6,3,3,
"Daikondi",2106,"Tanwar Haliya mosque",3408142,1750,3,1,2,
"Daikondi",2106,"howshi Village mosque",3408143,1050,2,1,1,
"Daikondi",2107,"Taghmann Dara Mosque,",3403160,1050,2,1,1,
"Daikondi",2107,"Kazrat mosque, Noor khasi",3403156,1000,2,1,1,
"Daikondi",2107,"Taijank Mosque , nadak",3403161,1100,2,1,1,
"Daikondi",2107,"Shina Mosque, Ashto",3403158,1200,2,1,1,
"Daikondi",2107,"Darghala mosque. Charkh",3403149,3000,5,2,3,
"Daikondi",2107,"Shiniya mosque , Nayak",3403155,1572,3,1,2,
"Daikondi",2107,"Tagab School, Miramor",3403145,2550,5,2,3,
"Daikondi",2107,"Watna Mosque",3403154,1600,3,1,2,
"Daikondi",2107,"Palas mosque",3403153,1500,3,1,2,
"Daikondi",2107,"Sangan mosque",3403165,1150,2,1,1,
"Daikondi",2107,"Yar Jeng mosque , Zar dargi",3403152,2800,5,2,3,
"Daikondi",2107,"Joy toot mosque",3403151,1350,3,1,2,
"Daikondi",2107,"Joy Sorkh Mosque",3403147,1850,4,2,2,
"Daikondi",2107,"Bargar School, Shina Bargar",3403157,2700,5,2,3,
"Daikondi",2107,"Rako Mosque, mir gholam",3403159,1400,3,1,2,
"Daikondi",2107,"Gargi Village mosque",3403166,600,1,0,1,
"Daikondi",2107,"Siay Tang mosque",3403162,1350,3,1,2,
"Daikondi",2107,"Sarang Mosque , Takhawi",3403148,1400,3,1,2,
"Daikondi",2107,"Zar Koh Bakar",3403167,600,1,0,1,
"Daikondi",2107,"Askan School",3403146,1850,4,2,2,
"Daikondi",2107,"Taya barkar mosque",3403164,1300,3,1,2,
"Daikondi",2107,"Zeshpa mosque, Taqman Dara",3403163,900,2,1,1,
"Daikondi",2107,"Horlak mosque, Tahi warsel",3403144,1450,3,1,2,
"Daikondi",2107,"Bazaar Jawaz mosque , Siya dara",3403150,3800,7,3,4,
"Daikondi",2108,"Shiniya Qala Mosque",3405082,2600,5,2,3,
"Daikondi",2108,"Shiniya laiss Mosque",3405080,1500,3,1,2,
"Daikondi",2108,"Shian Chaka mosque",3405072,2900,5,2,3,
"Daikondi",2108,"Shina qramat mosque",3405074,2200,4,2,2,
"Daikondi",2108,"Khalbark Village Mosque",3405083,2500,5,2,3,
"Daikondi",2108,"Dahan Serak Mirasaii Mosque",3405078,2200,4,2,2,
"Daikondi",2108,"Harl Mosque",3405081,2100,4,2,2,
"Daikondi",2108,"Mirasay Village mosque",3405084,2500,5,2,3,
"Daikondi",2108,"Bazaar Sang takht Privatehosue",3405071,3800,7,3,4,
"Daikondi",2108,"Qala Sangi Mosque, Shaikh Ali",3405075,3300,6,3,3,
"Daikondi",2108,"Siya kharak Bazaar mosque",3405076,3200,6,3,3,
"Daikondi",2108,"Takhlak Mosque",3405073,1800,3,1,2,
"Daikondi",2108,"Siniya Siya Chop",3405079,3000,5,2,3,
"Daikondi",2108,"Silabato Bazaar School",3405077,4200,7,3,4,
"Daikondi",2109,"Dahan Dah mosque, Hoshin Dahan dah",3402018,1465,3,1,2,
"Daikondi",2109,"Hawal qan mosque",3402019,2970,5,2,3,
"Daikondi",2109,"Holak mosque",3402014,828,2,1,1,
"Daikondi",2109,"Faiz Ahmad Mosque",3402031,972,2,1,1,
"Daikondi",2109,"Chochan Mosque",3402026,1285,3,1,2,
"Daikondi",2109,"Wars school",3402013,2989,5,2,3,
"Daikondi",2109,"Siniya Haidar mosque",3402015,3087,6,3,3,
"Daikondi",2109,"Ghojgard mosque",3402022,2197,4,2,2,
"Daikondi",2109,"Shekar Abad mosque",3402025,1729,3,1,2,
"Daikondi",2109,"Said Halim Mosque , Said Ahamd",3402028,1050,2,1,1,
"Daikondi",2109,"Chapar sag mosque",3402021,2431,5,2,3,
"Daikondi",2109,"Shaleg Mosque",3402024,2737,5,2,3,
"Daikondi",2109,"Mangor Mosque",3402032,1108,2,1,1,
"Daikondi",2109,"Plach Mosque",3402029,1358,3,1,2,
"Daikondi",2109,"Tagag Mosque",3402030,1273,3,1,2,
"Daikondi",2109,"Jangalak Mosque",3402027,1027,2,1,1,
"Daikondi",2109,"Chahar asban mosque",3402023,3008,6,3,3,
"Daikondi",2109,"Tagablar mosque, Yama Tagablar",3402033,1443,3,1,2,
"Daikondi",2109,"Beeri Bazaar Center , Tagab lor",3402020,1065,2,1,1,
"Daikondi",2109,"Villagte mosque, Shekar Abad",3402035,750,2,1,1,
"Daikondi",2109,"Band barland mosque",3402017,2328,4,2,2,
"Daikondi",2109,"Pailige Mosque",3402016,1550,3,1,2,
"Daikondi",2109,"Azmok mosque",3402034,672,2,1,1,
"Urozgan",2201,"Primary school, Safid khar",3001001,4014,7,5,1,1
"Urozgan",2201,"Prosha  Religiouse , Karkarak",3001011,4014,7,5,,2
"Urozgan",2201,"Talani School, Talani",3001006,4614,8,7,1,
"Urozgan",2201,"Haji Abdul Karim Akhondzada , Kotwal",3001013,4014,7,6,1,
"Urozgan",2201,"Jagarwar Haji Zaher mosque",3001003,4014,7,4,1,2
"Urozgan",2201,"Private house , Sarak kor",3001005,4014,7,,6,1
"Urozgan",2201,"Religiouse School, Momber Abad",3001015,4014,7,5,,2
"Urozgan",2201,"Salam baba High School, Khanqah",3001008,4014,7,5,,2
"Urozgan",2201,"Primary school, Garm Ab",3001007,4014,7,6,,1
"Urozgan",2201,"Primary school, Charamgar",3001014,4014,7,6,1,
"Urozgan",2201,"Primary school, Nachin",3001002,4014,7,4,1,2
"Urozgan",2201,"Sayedull khan Bazaar high school",3001010,4014,9,8,,1
"Urozgan",2201,"Shah Hussian High School, Sorkh Morghab",3001012,4014,7,4,1,2
"Urozgan",2201,"School Shah zafar",3001050,4014,7,5,1,1
"Urozgan",2201,"Esping kaicha, Kabir Mosque",3001004,4014,7,6,1,
"Urozgan",2202,"Primary School, Chenar",3002048,1819,4,3,,1
"Urozgan",2202,"Female Clinic",3002017,1066,2,,1,1
"Urozgan",2202,"Qala Ragh Mosque",3002020,1066,2,1,,1
"Urozgan",2202,"Felmale Clinic",3002046,1819,4,,3,1
"Urozgan",2202,"Seaya ghar",3002049,1819,4,3,,1
"Urozgan",2202,"Religious School, Mullah Mir Baz Zarat",3002052,1066,2,2,,
"Urozgan",2202,"Sarab",3002021,1066,2,1,1,
"Urozgan",2202,"QalaCha bazaar",3002018,1066,2,1,1,
"Urozgan",2202,"Religiouse School, Kamisan",3002022,1066,2,1,1,
"Urozgan",2202,"Dowlat Zai",3002019,1066,2,1,1,
"Urozgan",2202,"Faiz Mohamad khan High School, Bazaar",3002045,1819,4,3,,1
"Urozgan",2202,"Religiouse School, Lanager",3002047,1819,4,3,,1
"Urozgan",2202,"Centeral High School, District Center",3002016,1066,2,1,,1
"Urozgan",2203,"Centeral Clinic Bazaar",3003029,5847,10,,8,2
"Urozgan",2203,"Matak khan School, Nowa Shali",3003027,5847,10,8,1,1
"Urozgan",2203,"Marghondi School, Nowo Sulltan mohammad",3003028,5847,10,8,1,1
"Urozgan",2203,"Shah Zaman High School, Center",3003024,5847,10,8,1,1
"Urozgan",2203,"Hussiani High School, Hussiani Bazaar",3003026,5847,10,6,3,1
"Urozgan",2203,"Gandab high School, Gandab",3003025,5847,10,6,4,
"Urozgan",2204,"Espera koh",3004033,4225,8,7,,1
"Urozgan",2204,"Female Clinic, bazaar",3004031,4225,8,,7,1
"Urozgan",2204,"Centeral high School, Bazaar",3004030,4225,8,7,,1
"Urozgan",2204,"YakhDan School",3004032,4225,8,7,,1
"Urozgan",2204,"Shah mashad najo Mosque",3004034,4225,8,7,,1
"Urozgan",2204,"Gorgin mosque , Nahib",3004035,4225,8,7,,1
"Urozgan",2205,"Dahrahot bazaar",3005037,5449,10,8,1,1
